,ES1 Index,VG1 Index,NK1 Index,TY1 Comdty,RX1 Comdty,JB1 Comdty,EC1 Curncy,JY1 Curncy,CL1 Comdty,GC1 Comdty,HG1 Comdty
2013-08-01,1400.45,1774.94,11240.0,114.40625,115.29,131.22,1.57062,125.097,286.42,1691.13,365.04
2013-08-02,1403.54,1780.0,11584.0,115.515625,115.46,131.0,1.57918,125.906,283.9,1690.49,365.79
2013-08-05,1402.3,1780.0,11384.0,115.296875,115.15,131.32,1.57597,126.628,282.89,1680.04,365.27
2013-08-06,1395.3,1767.34,11520.0,115.3125,115.03,131.27,1.58144,127.487,279.54,1654.75,365.85
2013-08-07,1390.56,1767.34,11088.0,115.5625,115.18,131.6,1.58464,129.167,277.07,1658.49,365.85
2013-08-08,1395.09,1781.27,10896.0,115.71875,115.21,131.59,1.59142,128.968,274.5,1690.23,377.09
2013-08-09,1388.92,1787.6,10936.0,115.71875,115.2,131.6,1.58559,129.242,281.32,1693.07,381.24
2013-08-12,1389.53,1790.77,10808.0,115.546875,115.16,131.62,1.58203,128.769,281.69,1721.45,380.84
2013-08-13,1392.62,1799.0,11080.0,114.703125,114.05,131.71,1.57609,126.74,283.61,1703.78,382.45
2013-08-14,1385.42,1805.97,11208.0,114.78125,114.12,131.53,1.57597,126.852,283.66,1720.55,385.1
2013-08-15,1363.79,1794.57,11032.0,114.53125,113.44,131.61,1.58643,127.823,284.93,1756.03,384.81
2013-08-16,1359.88,1806.6,10936.0,114.046875,113.53,131.43,1.585,127.574,285.28,1768.8,387.75
2013-08-19,1354.94,1788.24,11016.0,113.71875,113.3,131.33,1.58583,127.562,284.32,1761.96,384.18
2013-08-20,1359.47,1766.07,10728.0,114.21875,113.85,131.57,1.59498,128.022,278.64,1770.86,384.87
2013-08-21,1347.94,1755.94,10720.0,113.8125,113.47,131.69,1.58964,127.375,278.64,1767.64,381.24
2013-08-22,1362.97,1777.47,10680.0,113.390625,113.14,131.52,1.58702,126.267,278.64,1768.41,383.95
2013-08-23,1368.53,1789.5,10960.0,113.9375,113.01,131.32,1.59059,126.168,282.33,1800.54,386.08
2013-08-26,1362.56,1785.7,10920.0,114.109375,113.4,131.35,1.5894,126.193,281.0,1797.18,382.74
2013-08-27,1341.14,1747.71,10832.0,114.734375,113.79,131.57,1.59082,128.209,289.2,1832.02,383.78
2013-08-28,1344.44,1736.94,10688.0,114.3125,113.6,131.85,1.58524,127.412,292.09,1830.08,380.66
2013-08-29,1348.14,1746.44,10768.0,114.53125,113.84,131.96,1.57383,126.678,288.64,1822.47,374.03
2013-08-30,1343.61,1726.81,10680.0,114.375,113.89,131.9,1.56967,126.803,285.59,1800.79,371.84
2013-09-03,1350.0,1744.54,11192.0,113.71875,113.04,131.59,1.56504,125.122,287.95,1821.31,380.07
2013-09-04,1361.94,1747.71,11280.0,113.28125,113.14,131.55,1.56955,124.774,284.48,1792.8,372.76
2013-09-05,1361.53,1752.77,11200.0,112.65625,112.21,131.56,1.55921,124.301,287.5,1770.86,373.11
2013-09-06,1361.94,1773.04,11080.0,113.140625,112.53,131.51,1.56658,125.434,293.23,1788.41,375.12
2013-09-09,1374.71,1772.4,11376.0,113.53125,112.47,131.92,1.57585,124.973,290.55,1788.67,377.02
2013-09-10,1385.83,1805.97,11520.0,113.140625,111.74,132.17,1.5768,124.027,284.9,1759.38,375.23
2013-09-11,1390.98,1809.76,11552.0,113.5625,112.05,132.2,1.58179,124.537,285.35,1759.12,374.6
2013-09-12,1387.89,1811.66,11464.0,113.59375,112.6,132.24,1.58108,125.172,288.11,1716.29,369.2
2013-09-13,1390.77,1816.73,11512.0,113.703125,112.77,132.22,1.58132,125.384,287.08,1688.04,368.45
2013-09-16,1398.59,1832.56,11512.0,114.09375,113.19,132.22,1.58845,126.006,282.78,1700.16,370.58
2013-09-17,1404.36,1831.29,11480.0,114.25,112.84,132.28,1.59142,126.056,279.68,1689.33,370.69
2013-09-18,1420.42,1839.53,11600.0,115.578125,112.55,132.34,1.60893,127.555,286.71,1687.13,377.08
2013-09-19,1420.22,1855.36,11801.0,115.234375,113.24,132.63,1.61143,125.806,282.25,1766.86,384.95
2013-09-20,1419.92,1862.57,11801.0,115.3125,113.04,132.48,1.61072,125.769,277.69,1719.26,381.91
2013-09-23,1411.79,1847.25,11801.0,115.453125,113.42,132.48,1.60762,126.431,277.69,1712.03,379.38
2013-09-24,1411.58,1858.74,11801.0,115.90625,114.04,132.71,1.60536,126.443,277.69,1697.84,374.54
2013-09-25,1405.95,1860.65,11705.0,116.21875,114.37,132.75,1.61084,126.905,276.42,1723.51,376.33
2013-09-26,1411.58,1857.46,11922.0,116.046875,114.31,132.63,1.60667,126.468,277.42,1707.65,380.35
2013-09-27,1406.58,1855.55,11850.0,116.28125,114.78,132.74,1.61036,127.118,276.99,1726.74,382.94
2013-09-30,1396.36,1837.68,11625.0,116.328125,114.83,132.72,1.61108,127.218,275.53,1711.39,382.19
2013-10-01,1409.08,1861.93,11665.0,116.078125,114.63,132.82,1.61179,127.667,274.75,1658.64,376.56
2013-10-02,1403.66,1856.19,11407.0,116.328125,114.68,132.93,1.61798,128.292,280.3,1703.26,381.39
2013-10-03,1392.61,1845.97,11367.0,116.5,114.6,133.06,1.62263,128.491,278.17,1699.26,375.93
2013-10-04,1405.12,1861.29,11287.0,116.140625,114.38,132.94,1.61477,128.242,279.6,1689.33,379.66
2013-10-07,1390.94,1856.83,11142.0,116.234375,114.67,133.0,1.61739,128.954,277.42,1708.94,379.15
2013-10-08,1376.55,1849.17,11198.0,116.203125,114.6,132.97,1.61608,128.841,278.66,1708.29,378.69
2013-10-09,1375.09,1845.34,11311.0,116.203125,114.61,132.96,1.61084,128.329,273.59,1685.85,371.61
2013-10-10,1405.32,1886.83,11416.0,115.953125,114.13,132.97,1.61239,127.305,277.36,1672.57,373.62
2013-10-11,1417.0,1890.66,11584.0,116.0625,114.24,132.96,1.61465,126.855,274.7,1635.55,375.98
2013-10-14,1421.38,1891.93,11584.0,115.890625,114.21,132.96,1.61739,127.08,275.75,1646.39,379.89
2013-10-15,1411.16,1911.08,11625.0,115.828125,113.8,132.84,1.6106,127.105,272.52,1642.0,380.41
2013-10-16,1428.89,1918.74,11633.0,116.203125,113.53,133.03,1.61203,126.518,275.42,1653.74,380.47
2013-10-17,1440.98,1916.83,11729.0,116.84375,114.16,133.14,1.62918,127.68,271.06,1706.23,379.2
2013-10-18,1448.28,1927.68,11729.0,116.78125,114.46,133.31,1.62942,127.655,271.44,1695.4,379.43
2013-10-21,1449.74,1928.32,11826.0,116.65625,114.34,133.27,1.6293,127.23,267.16,1696.94,379.95
2013-10-22,1459.12,1937.25,11826.0,117.34375,114.86,133.33,1.6418,127.367,263.33,1731.51,383.63
2013-10-23,1452.65,1918.74,11600.0,117.484375,115.12,133.45,1.64133,128.367,263.33,1720.41,375.81
2013-10-24,1458.28,1933.42,11641.0,117.265625,115.13,133.4,1.64407,128.329,263.33,1741.44,375.35
2013-10-25,1462.87,1931.51,11351.0,117.4375,115.28,133.37,1.64442,128.317,265.34,1744.27,375.98
2013-10-28,1467.04,1924.49,11552.0,117.40625,115.36,133.37,1.64442,127.892,267.59,1743.89,375.98
2013-10-29,1474.13,1941.72,11528.0,117.546875,115.45,133.45,1.63752,127.317,266.29,1735.25,377.02
2013-10-30,1468.29,1935.97,11689.0,117.359375,115.93,133.64,1.63502,126.718,262.41,1740.15,382.48
2013-10-31,1460.37,1952.57,11536.0,117.21875,116.05,133.59,1.61882,127.043,261.36,1707.13,379.61
2013-11-01,1463.5,1942.36,11407.0,116.6875,115.93,133.59,1.60703,126.481,256.56,1693.59,379.38
2013-11-04,1470.38,1948.1,11407.0,116.875,115.96,133.59,1.61,126.755,256.58,1695.52,374.14
2013-11-05,1464.96,1932.14,11416.0,116.484375,115.36,133.5,1.60488,126.705,253.19,1687.01,374.77
2013-11-06,1472.46,1946.19,11536.0,116.8125,115.36,133.39,1.61048,126.581,257.07,1699.52,372.3
2013-11-07,1455.57,1939.8,11456.0,117.015625,115.91,133.61,1.59929,127.617,255.44,1687.53,373.62
2013-11-08,1472.88,1932.78,11327.0,116.0625,115.25,133.61,1.59071,125.981,256.53,1656.71,374.26
2013-11-11,1474.13,1946.19,11480.0,116.0,115.24,133.57,1.59643,125.869,257.99,1652.19,374.89
2013-11-12,1472.05,1934.7,11697.0,115.875,114.99,133.48,1.59929,125.319,252.3,1639.42,371.96
2013-11-13,1483.51,1924.49,11737.0,116.296875,115.5,133.44,1.60345,125.706,254.58,1635.81,363.39
2013-11-14,1491.02,1946.83,11914.0,116.734375,115.81,133.55,1.6025,124.845,254.25,1658.9,363.5
2013-11-15,1495.82,1948.74,12195.0,116.671875,115.75,133.22,1.60667,124.632,254.47,1660.32,364.71
2013-11-18,1491.85,1965.97,12203.0,116.921875,115.93,133.32,1.60786,124.832,252.27,1640.84,362.24
2013-11-19,1488.93,1945.55,12179.0,116.640625,115.57,133.49,1.61167,124.67,253.11,1642.39,363.16
2013-11-20,1484.35,1943.63,12139.0,116.296875,115.59,133.45,1.59833,124.795,253.08,1622.4,363.39
2013-11-21,1496.02,1943.0,12396.0,116.296875,115.22,133.32,1.60322,123.546,253.08,1603.83,367.07
2013-11-22,1502.28,1948.74,12404.0,116.5,115.19,133.32,1.61393,123.283,253.08,1604.47,369.66
2013-11-25,1503.32,1959.59,12549.0,116.578125,115.5,133.26,1.60977,122.871,251.08,1600.73,370.92
2013-11-26,1502.9,1955.12,12477.0,116.9375,115.81,133.48,1.61679,123.383,249.99,1600.99,369.66
2013-11-27,1504.78,1966.61,12445.0,116.65625,115.75,133.6,1.61655,122.309,246.31,1596.35,368.1
2013-11-29,1504.57,1969.17,12654.0,116.546875,115.81,133.62,1.61822,121.91,247.43,1612.86,371.55
2013-12-02,1501.03,1964.7,12613.0,116.078125,115.33,133.56,1.61262,121.148,250.36,1576.1,368.95
2013-12-03,1494.15,1926.4,12646.0,116.296875,115.46,133.38,1.6187,122.022,256.29,1574.68,367.21
2013-12-04,1494.36,1909.8,12437.0,115.84375,114.73,133.4,1.61834,122.284,259.38,1608.73,376.66
2013-12-05,1487.89,1886.19,12187.0,115.609375,114.38,133.36,1.62882,122.821,259.86,1588.99,374.39
2013-12-06,1505.41,1902.78,12308.0,115.484375,114.42,133.08,1.6312,121.36,260.58,1585.25,376.6
2013-12-09,1508.74,1909.17,12581.0,115.59375,114.4,133.26,1.63644,120.985,259.76,1591.96,377.7
2013-12-10,1503.74,1891.93,12533.0,116.09375,114.47,133.27,1.6393,121.585,262.88,1626.66,378.68
2013-12-11,1485.18,1880.44,12477.0,115.75,114.57,133.39,1.64216,121.747,260.02,1621.63,381.99
2013-12-12,1480.39,1867.68,12356.0,115.5,114.41,133.39,1.63692,120.948,260.18,1579.96,382.05
2013-12-13,1480.18,1865.12,12436.0,115.515625,114.53,133.12,1.63585,121.035,257.78,1592.48,383.96
2013-12-16,1489.98,1898.95,12228.0,115.5,114.53,133.13,1.64026,121.235,260.13,1605.12,385.99
2013-12-17,1483.93,1880.44,12284.0,115.78125,114.56,133.33,1.64061,121.609,259.44,1586.67,385.06
2013-12-18,1510.2,1897.04,12525.0,115.546875,114.44,133.38,1.63966,120.624,260.98,1592.99,384.77
2013-12-19,1508.33,1930.87,12661.0,114.953125,114.16,133.2,1.6275,119.862,263.57,1539.59,382.05
2013-12-20,1511.99,1937.21,12750.0,115.03125,114.26,133.16,1.62953,120.0,263.57,1552.62,383.5
2013-12-23,1518.86,1948.65,12750.0,114.75,114.12,133.16,1.63156,119.937,263.57,1543.98,383.44
2013-12-24,1524.07,1948.65,12774.0,114.390625,114.12,133.24,1.63036,119.738,264.4,1552.1,391.15
2013-12-26,1530.32,1948.65,13047.0,114.328125,114.12,132.94,1.63179,119.213,265.28,1563.71,393.99
2013-12-27,1530.32,1975.35,13015.0,114.328125,113.48,132.95,1.6368,118.739,267.33,1565.91,392.42
2013-12-30,1528.86,1975.99,13087.0,114.546875,113.65,132.63,1.64502,118.777,264.58,1552.75,392.13
2013-12-31,1534.07,1975.99,13087.0,114.390625,113.65,132.63,1.64335,118.59,262.27,1550.81,393.76
2014-01-02,1521.99,1944.2,13087.0,114.546875,113.61,132.63,1.62715,119.238,254.33,1580.35,392.02
2014-01-03,1521.15,1951.19,13087.0,114.5,113.58,132.63,1.62071,119.276,250.38,1597.64,388.94
2014-01-06,1517.19,1947.38,12774.0,114.78125,113.95,132.83,1.62512,119.725,248.97,1596.86,389.47
2014-01-07,1525.53,1974.08,12677.0,114.984375,114.13,133.08,1.62297,119.463,249.61,1586.03,389.47
2014-01-08,1526.99,1970.27,12943.0,114.453125,113.95,133.01,1.6188,119.101,246.04,1580.74,387.49
2014-01-09,1527.4,1960.09,12782.0,114.65625,113.97,133.06,1.61976,119.164,244.25,1585.77,382.45
2014-01-10,1531.36,1969.63,12790.0,115.546875,114.53,133.09,1.6281,119.987,247.08,1608.34,387.38
2014-01-13,1512.4,1974.08,12790.0,115.8125,114.86,133.09,1.62965,121.285,244.63,1613.76,387.96
2014-01-14,1527.4,1978.53,12388.0,115.4375,114.88,133.58,1.62965,119.8,246.73,1606.41,386.74
2014-01-15,1534.49,2010.96,12677.0,115.25,114.77,133.46,1.62083,119.351,250.94,1597.25,389.29
2014-01-16,1530.11,2001.42,12629.0,115.515625,115.27,133.43,1.62262,119.675,250.38,1599.7,387.49
2014-01-17,1528.44,2003.33,12653.0,115.671875,115.47,133.45,1.61249,119.663,251.47,1614.79,387.73
2014-01-21,1531.99,2002.69,12686.0,115.625,115.67,133.29,1.61606,119.713,253.13,1601.76,388.48
2014-01-22,1531.99,2002.06,12718.0,115.25,115.56,133.4,1.61451,119.563,253.13,1597.64,386.86
2014-01-23,1520.11,1981.71,12613.0,116.0,115.99,133.58,1.63239,120.986,253.13,1628.21,380.89
2014-01-24,1484.91,1920.68,12404.0,116.265625,116.5,133.83,1.63001,122.009,251.36,1630.79,379.26
2014-01-27,1479.7,1916.86,12003.0,116.03125,116.41,133.85,1.62881,121.46,248.96,1629.62,377.81
2014-01-28,1490.11,1928.31,12051.0,116.28125,116.34,133.87,1.62869,121.347,253.36,1613.37,377.12
2014-01-29,1475.95,1916.23,12356.0,116.78125,116.69,133.77,1.62846,122.346,253.23,1628.08,375.67
2014-01-30,1484.28,1920.68,12043.0,116.625,116.96,133.93,1.61499,121.522,255.49,1602.28,374.05
2014-01-31,1480.32,1918.77,11930.0,116.90625,117.5,133.95,1.60712,121.984,253.57,1599.57,370.63
2014-02-03,1443.87,1884.44,11697.0,117.53125,117.61,133.98,1.61272,123.768,250.81,1625.5,369.06
2014-02-04,1453.03,1885.07,11183.0,117.265625,117.58,134.02,1.61094,122.832,252.79,1614.28,370.05
2014-02-05,1453.24,1885.07,11392.0,117.015625,117.65,134.07,1.61308,123.207,253.28,1621.63,369.64
2014-02-06,1471.99,1913.05,11368.0,116.765625,117.05,134.0,1.6194,122.221,254.48,1622.02,374.34
2014-02-07,1494.49,1932.12,11649.0,117.109375,117.45,133.91,1.62428,122.009,259.78,1629.37,375.15
2014-02-10,1495.53,1927.67,11834.0,117.078125,117.31,134.05,1.62583,122.121,260.25,1644.6,373.82
2014-02-11,1511.15,1954.37,11834.0,116.734375,117.3,134.05,1.62548,121.609,259.94,1664.08,372.71
2014-02-12,1514.07,1966.45,11866.0,116.4375,116.92,133.99,1.62023,121.797,261.06,1670.79,377.47
2014-02-13,1520.11,1970.27,11649.0,116.90625,117.41,134.09,1.62977,122.009,261.01,1677.37,376.77
2014-02-14,1529.07,1981.08,11513.0,116.796875,117.27,134.19,1.63287,122.508,260.88,1701.24,378.45
2014-02-18,1531.15,1984.25,11922.0,117.09375,117.36,134.11,1.63966,121.984,266.42,1708.72,380.89
2014-02-19,1521.15,1983.62,11866.0,116.890625,117.52,134.15,1.63811,121.959,268.71,1703.56,380.89
2014-02-20,1530.11,1981.71,11585.0,116.671875,117.14,134.3,1.63525,121.984,267.69,1699.04,380.13
2014-02-21,1528.44,1991.88,11914.0,116.765625,117.49,134.23,1.63811,121.734,267.69,1707.69,381.52
2014-02-24,1538.24,2003.96,11922.0,116.640625,117.33,134.28,1.63704,121.759,267.69,1726.27,379.09
2014-02-25,1538.44,2008.41,12051.0,116.96875,117.57,134.35,1.63787,122.159,265.11,1732.33,377.76
2014-02-26,1534.9,2005.23,12051.0,117.203125,117.97,134.35,1.63084,121.797,267.09,1713.37,376.13
2014-02-27,1544.9,1996.33,12019.0,117.421875,118.47,134.32,1.63418,122.271,266.6,1718.27,375.21
2014-02-28,1547.82,1996.33,11938.0,117.234375,117.9,134.34,1.64741,122.608,267.09,1705.11,375.44
2014-03-03,1535.74,1944.2,11754.0,117.65625,118.52,134.41,1.6368,123.032,273.16,1742.14,373.61
2014-03-04,1559.48,1993.79,11922.0,117.046875,118.21,134.39,1.63704,122.046,269.02,1726.14,378.62
2014-03-05,1560.32,1992.52,11954.0,117.046875,118.16,134.3,1.63656,121.971,264.12,1729.23,377.2
2014-03-06,1563.44,1998.24,12147.0,116.75,117.98,134.33,1.65206,121.11,264.41,1744.07,379.03
2014-03-07,1564.9,1969.0,12284.0,116.3125,118.03,134.26,1.65337,120.811,267.07,1726.53,363.07
2014-03-10,1564.28,1965.18,12179.0,116.40625,118.23,134.3,1.65301,120.936,263.27,1730.78,357.06
2014-03-11,1554.28,1964.54,12220.0,116.53125,118.09,134.3,1.65313,121.273,260.43,1737.49,347.7
2014-03-12,1556.36,1950.56,11914.0,116.796875,118.52,134.3,1.65706,121.535,255.12,1768.2,348.88
2014-03-13,1538.86,1921.95,11850.0,117.328125,119.02,134.13,1.65182,122.783,255.66,1770.65,344.28
2014-03-14,1533.24,1909.23,11486.0,117.359375,119.04,134.3,1.65718,123.232,257.46,1779.16,347.52
2014-03-17,1548.03,1939.11,11527.0,117.0,118.86,134.32,1.66159,122.645,255.35,1771.29,347.7
2014-03-18,1558.86,1953.74,11583.0,117.171875,118.87,134.4,1.66266,122.895,259.57,1753.36,347.64
2014-03-19,1549.69,1956.92,11648.0,116.234375,118.62,134.49,1.65073,121.722,261.31,1730.52,351.82
2014-03-20,1561.36,1963.27,11414.0,116.15625,118.16,134.58,1.64488,121.76,258.87,1716.59,344.93
2014-03-21,1577.65,1972.4,11414.0,116.21875,118.25,134.58,1.64643,122.047,258.87,1723.69,347.52
2014-03-24,1571.28,1939.89,11632.0,116.1875,118.68,134.49,1.6518,122.022,258.87,1691.69,346.93
2014-03-25,1579.56,1967.85,11519.0,116.234375,118.86,134.46,1.65037,121.997,257.8,1691.95,354.0
2014-03-26,1565.33,1989.96,11624.0,116.546875,119.0,134.26,1.64607,122.234,260.58,1681.63,349.29
2014-03-27,1563.63,1993.86,11826.0,116.609375,119.35,134.26,1.64094,122.097,263.23,1670.4,352.53
2014-03-28,1572.13,2018.58,11874.0,116.328125,119.14,134.31,1.64142,121.348,264.25,1669.24,358.24
2014-03-31,1584.02,2015.97,11979.0,116.265625,118.97,134.18,1.64428,120.862,264.01,1655.82,356.36
2014-04-01,1595.28,2027.03,11923.0,116.125,118.83,134.39,1.64619,120.288,259.23,1650.92,357.42
2014-04-02,1599.74,2031.58,12092.0,115.71875,118.47,134.32,1.64285,120.214,258.92,1664.85,358.71
2014-04-03,1599.74,2042.64,12181.0,115.765625,118.59,134.13,1.63688,120.039,260.66,1656.85,356.53
2014-04-04,1580.2,2056.29,12181.0,116.421875,119.07,134.11,1.63545,120.825,262.87,1681.23,356.0
2014-04-07,1561.51,2030.28,11963.0,116.609375,119.21,134.43,1.63986,120.962,261.05,1674.52,358.01
2014-04-08,1567.45,2021.83,11785.0,116.78125,119.01,134.38,1.64655,122.733,266.56,1688.45,359.36
2014-04-09,1584.23,2026.38,11616.0,116.921875,118.87,134.45,1.65335,122.583,269.26,1684.33,357.71
2014-04-10,1552.16,2008.17,11543.0,117.390625,119.4,134.5,1.65801,122.957,268.74,1703.16,358.65
2014-04-11,1539.21,1984.11,11357.0,117.484375,119.55,134.54,1.65753,122.807,269.63,1701.22,358.24
2014-04-14,1550.04,1996.46,11268.0,117.296875,119.39,134.58,1.64965,122.645,270.43,1712.19,358.95
2014-04-15,1562.78,1972.4,11333.0,117.296875,119.94,134.6,1.64834,122.508,269.65,1677.1,351.88
2014-04-16,1574.04,2001.67,11648.0,117.09375,119.79,134.57,1.64965,121.984,269.68,1681.23,356.36
2014-04-17,1578.5,2014.02,11616.0,116.5,119.56,134.58,1.64941,121.822,271.08,1668.85,358.65
2014-04-21,1584.02,2014.02,11737.0,116.484375,119.56,134.57,1.64667,121.535,271.26,1661.88,358.42
2014-04-22,1592.09,2043.29,11591.0,116.375,119.24,134.59,1.6475,121.535,265.44,1652.34,359.66
2014-04-23,1591.24,2029.63,11753.0,116.6875,119.49,134.49,1.64906,121.797,265.44,1656.85,360.3
2014-04-24,1591.24,2033.53,11648.0,116.65625,119.42,134.47,1.65013,121.897,265.44,1664.59,367.55
2014-04-25,1580.2,2010.77,11680.0,116.796875,119.88,134.4,1.65144,122.146,261.95,1677.75,368.02
2014-04-28,1585.3,2019.23,11559.0,116.828125,119.71,134.5,1.65359,121.785,262.58,1675.43,366.31
2014-04-29,1590.18,2049.14,11559.0,116.734375,119.69,134.5,1.64846,121.61,263.72,1671.95,361.89
2014-04-30,1595.49,2045.24,11486.0,117.140625,119.94,134.45,1.65574,122.146,259.71,1671.43,356.83
2014-05-01,1595.28,2045.24,11705.0,117.359375,119.94,134.5,1.65491,121.922,258.88,1655.31,356.12
2014-05-02,1592.52,2033.53,11697.0,117.359375,120.15,134.61,1.65574,122.009,259.76,1680.46,361.84
2014-05-05,1593.58,2037.43,11697.0,117.28125,120.03,134.61,1.65646,122.146,259.04,1688.71,359.89
2014-05-06,1583.81,2023.13,11697.0,117.34375,120.04,134.61,1.66314,122.807,259.09,1687.81,360.31
2014-05-07,1592.3,2031.58,11365.0,117.5625,119.94,134.72,1.66111,122.545,262.39,1662.4,357.42
2014-05-08,1590.61,2062.15,11422.0,117.78125,120.23,134.66,1.65359,122.907,261.07,1660.85,360.95
2014-05-09,1591.67,2051.09,11478.0,117.671875,120.2,134.65,1.64082,122.533,260.36,1660.72,363.37
2014-05-12,1608.02,2068.0,11446.0,117.421875,120.13,134.62,1.64189,122.084,261.93,1671.3,371.21
2014-05-13,1609.3,2072.55,11656.0,117.734375,120.57,134.58,1.63509,121.922,264.82,1670.01,369.56
2014-05-14,1601.65,2073.85,11640.0,118.265625,121.01,134.63,1.63604,122.545,266.56,1684.33,372.44
2014-05-15,1586.36,2041.99,11551.0,118.546875,121.69,134.7,1.63712,122.845,264.3,1668.46,370.62
2014-05-16,1592.73,2049.14,11414.0,118.40625,121.42,134.79,1.63509,122.87,265.65,1668.2,370.91
2014-05-19,1599.1,2053.69,11333.0,118.375,121.37,134.76,1.63676,123.107,267.19,1668.72,373.27
2014-05-20,1586.99,2050.44,11357.0,118.625,121.22,134.75,1.63497,123.157,266.74,1669.75,370.68
2014-05-21,1601.44,2064.1,11341.0,118.4375,121.02,134.73,1.63282,122.994,266.74,1661.37,368.08
2014-05-22,1605.9,2068.0,11559.0,118.265625,121.23,134.66,1.62948,122.508,266.74,1670.27,370.32
2014-05-23,1611.63,2076.45,11648.0,118.421875,121.22,134.77,1.62661,122.296,268.31,1666.01,373.33
2014-05-27,1622.04,2105.07,11802.0,118.53125,121.48,134.74,1.62757,122.309,267.69,1632.22,374.51
2014-05-28,1621.83,2105.07,11858.0,119.078125,122.01,134.87,1.62267,122.446,264.12,1624.22,374.04
2014-05-29,1629.47,2106.37,11866.0,119.0,121.92,134.99,1.62375,122.583,266.33,1620.35,370.62
2014-05-30,1632.45,2107.02,11834.0,118.921875,121.82,134.99,1.62757,122.633,264.09,1606.55,368.14
2014-06-02,1632.66,2112.87,12068.0,118.328125,121.74,134.9,1.62291,121.71,263.48,1603.97,373.68
2014-06-03,1632.87,2107.02,12141.0,117.890625,121.25,134.87,1.62626,121.66,263.97,1604.62,369.73
2014-06-04,1636.06,2105.72,12149.0,117.78125,121.09,134.84,1.62339,121.423,263.91,1604.36,364.55
2014-06-05,1646.89,2123.93,12165.0,117.984375,121.3,134.83,1.63043,121.722,263.5,1615.97,364.25
2014-06-06,1656.02,2140.18,12189.0,117.828125,121.79,135.0,1.62912,121.623,263.97,1614.93,359.6
2014-06-09,1656.87,2149.29,12222.0,117.671875,121.58,134.96,1.62208,121.623,268.47,1616.74,358.71
2014-06-10,1657.08,2152.54,12092.0,117.5,121.25,135.04,1.61682,121.835,268.31,1624.73,359.83
2014-06-11,1651.56,2138.88,12165.0,117.5625,121.4,134.97,1.61491,122.234,268.44,1626.15,358.36
2014-06-12,1640.09,2136.28,12117.0,118.015625,121.46,135.05,1.61921,122.67,273.92,1642.66,355.41
2014-06-13,1644.55,2135.63,12238.0,117.765625,121.63,135.01,1.61563,122.246,274.89,1642.78,357.06
2014-06-16,1645.19,2123.28,12060.0,117.78125,121.84,135.0,1.61945,122.458,274.87,1644.33,359.48
2014-06-17,1649.44,2128.48,12117.0,117.359375,121.29,135.13,1.61647,122.059,273.48,1640.08,360.78
2014-06-18,1662.61,2132.38,12222.0,117.703125,121.64,135.08,1.61838,122.122,272.48,1640.98,360.66
2014-06-19,1663.88,2156.44,12399.0,117.8125,122.2,135.14,1.6241,122.346,273.66,1694.36,362.84
2014-06-20,1668.99,2160.67,12432.0,117.75,121.94,135.23,1.62231,122.134,275.79,1697.58,367.91
2014-06-23,1668.78,2147.57,12408.0,117.75,122.2,135.18,1.62363,122.371,275.79,1699.9,371.21
2014-06-24,1660.45,2149.54,12448.0,118.03125,122.18,135.23,1.62351,122.296,275.79,1703.64,371.38
2014-06-25,1665.79,2130.55,12335.0,118.25,122.79,135.32,1.62649,122.421,277.02,1705.32,373.27
2014-06-26,1665.15,2114.18,12383.0,118.515625,123.03,135.41,1.6241,122.645,275.3,1698.1,373.09
2014-06-27,1667.93,2111.56,12222.0,118.53125,122.86,135.51,1.62864,123.007,275.04,1701.97,371.15
2014-06-30,1668.35,2116.15,12254.0,118.609375,122.93,135.43,1.63449,123.144,274.08,1704.55,375.75
2014-07-01,1679.68,2129.9,12375.0,118.328125,123.01,135.48,1.6327,122.845,274.0,1710.48,375.8
2014-07-02,1681.38,2128.59,12432.0,117.859375,122.63,135.42,1.62971,122.458,271.76,1716.02,382.96
2014-07-03,1689.72,2152.81,12383.0,117.703125,122.53,135.38,1.62351,121.997,270.67,1702.74,384.66
2014-07-07,1684.16,2115.49,12432.0,117.859375,122.89,135.38,1.62422,122.421,269.29,1698.1,382.49
2014-07-08,1675.19,2085.37,12399.0,118.203125,123.24,135.49,1.62446,122.82,268.95,1697.45,382.02
2014-07-09,1680.96,2097.81,12367.0,118.421875,123.2,135.59,1.62876,122.782,266.07,1707.51,380.96
2014-07-10,1672.84,2062.46,12327.0,118.609375,123.43,135.62,1.62363,123.131,267.73,1726.72,383.19
2014-07-11,1676.9,2063.11,12262.0,118.640625,123.46,135.71,1.62422,123.056,262.27,1724.4,383.43
2014-07-14,1684.16,2086.03,12383.0,118.40625,123.41,135.62,1.62542,122.745,262.48,1684.82,381.08
2014-07-15,1681.6,2068.35,12448.0,118.34375,123.34,135.64,1.61933,122.595,260.01,1672.44,381.14
2014-07-16,1687.37,2095.85,12432.0,118.328125,123.56,135.62,1.61396,122.595,263.23,1675.92,377.04
2014-07-17,1669.21,2065.73,12424.0,118.78125,123.93,135.69,1.61432,123.094,268.41,1697.97,377.74
2014-07-18,1684.59,2070.31,12294.0,118.703125,123.97,135.6,1.6142,123.019,268.25,1688.3,373.52
2014-07-21,1680.1,2056.56,12294.0,118.6875,124.1,135.6,1.61384,122.994,272.05,1694.1,375.22
